action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764567,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cn1cnc(-c2ccc(CN)cc2F)c1-c1ccc(C#N)cc1,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '16.16', 'le': '0.29', 'lle': '1.73', 'sei': '7.32'}",CHEMBL5194309,,CHEMBL5194309,4.95,0,http://www.openphacts.org/units/Nanomolar,3864056,=,1,1,=,,IC50,nM,,11190.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,11.19
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764568,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cn1cnc(-c2ccc(CN)cc2C(F)(F)F)c1-c1ccc(C#N)cc1,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '14.65', 'le': '0.27', 'lle': '1.12', 'sei': '7.72'}",CHEMBL5183061,,CHEMBL5183061,5.22,0,http://www.openphacts.org/units/Nanomolar,3864060,=,1,1,=,,IC50,nM,,6010.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,6.01
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764569,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN)ccc1-c1ncn(C)c1-c1ccc(C#N)cc1,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '17.63', 'le': '0.32', 'lle': '1.94', 'sei': '7.88'}",CHEMBL5208296,,CHEMBL5208296,5.33,0,http://www.openphacts.org/units/Nanomolar,3864061,=,1,1,=,,IC50,nM,,4680.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,4.68
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764570,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)cc1,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '19.73', 'le': '0.36', 'lle': '2.54', 'sei': '9.23'}",CHEMBL5197903,,CHEMBL5197903,6.24,0,http://www.openphacts.org/units/Nanomolar,3864062,=,1,1,=,,IC50,nM,,570.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.57
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764571,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,N#Cc1ccc(C(=O)N(Cc2cccs2)C2CC2)cc1,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '16.32', 'le': '0.31', 'lle': '1.19', 'sei': '10.45'}",CHEMBL4758943,,CHEMBL4758943,4.61,0,http://www.openphacts.org/units/Nanomolar,3864063,=,1,1,=,,IC50,nM,,24670.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,24.67
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764572,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '17.15', 'le': '0.31', 'lle': '1.43', 'sei': '9.29'}",CHEMBL5172030,,CHEMBL5172030,6.28,0,http://www.openphacts.org/units/Nanomolar,3864064,=,1,1,=,,IC50,nM,,520.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.52
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764573,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ncccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '15.79', 'le': '0.28', 'lle': '1.55', 'sei': '7.20'}",CHEMBL5179727,,CHEMBL5179727,5.80,0,http://www.openphacts.org/units/Nanomolar,3864065,=,1,1,=,,IC50,nM,,1580.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.58
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764574,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c(N)c1,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '15.26', 'le': '0.28', 'lle': '1.78', 'sei': '5.40'}",CHEMBL5172159,,CHEMBL5172159,5.06,0,http://www.openphacts.org/units/Nanomolar,3864066,=,1,1,=,,IC50,nM,,8780.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,8.78
,,24764575,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,CNc1cc(-c2c(-c3c(C)cc(CN)cc3C)ncn2C)ccc1C#N,,,CHEMBL5120900,J Med Chem,2022,,CHEMBL5201517,,CHEMBL5201517,,0,http://www.openphacts.org/units/Nanomolar,3864067,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,20.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764576,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c(F)c1,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '16.56', 'le': '0.30', 'lle': '1.70', 'sei': '8.19'}",CHEMBL5195412,,CHEMBL5195412,5.54,0,http://www.openphacts.org/units/Nanomolar,3864068,=,1,1,=,,IC50,nM,,2910.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,2.91
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764577,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c(Cl)c1,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '15.10', 'le': '0.29', 'lle': '0.95', 'sei': '7.83'}",CHEMBL5173281,,CHEMBL5173281,5.30,0,http://www.openphacts.org/units/Nanomolar,3864069,=,1,1,=,,IC50,nM,,5030.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,5.03
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764578,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(-c2c(-c3c(C)cc(CN)cc3C)ncn2C)ccc1C#N,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '14.32', 'le': '0.26', 'lle': '1.25', 'sei': '6.46'}",CHEMBL5196890,,CHEMBL5196890,4.96,0,http://www.openphacts.org/units/Nanomolar,3864070,=,1,1,=,,IC50,nM,,10930.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,10.93
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764579,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c(C(F)(F)F)c1,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '12.52', 'le': '0.23', 'lle': '0.09', 'sei': '7.12'}",CHEMBL5189494,,CHEMBL5189494,4.81,0,http://www.openphacts.org/units/Nanomolar,3864071,=,1,1,=,,IC50,nM,,15410.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,15.41
,,24764580,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C#N)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,,CHEMBL5176377,,CHEMBL5176377,,0,http://www.openphacts.org/units/Nanomolar,3864072,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,20.0
,,24764581,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C=O)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,,CHEMBL5173044,,CHEMBL5173044,,0,http://www.openphacts.org/units/Nanomolar,3864073,>,1,1,>,,IC50,nM,,21000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,21.0
,,24764582,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,CCC(=O)c1cc(C)c(-c2ncn(C)c2-c2ccc(C#N)c3ccccc23)c(C)c1,,,CHEMBL5120900,J Med Chem,2022,,CHEMBL5183513,,CHEMBL5183513,,0,http://www.openphacts.org/units/Nanomolar,3864074,>,1,1,>,,IC50,nM,,22000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,22.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764583,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CO)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '13.23', 'le': '0.24', 'lle': '-0.03', 'sei': '7.86'}",CHEMBL5207125,,CHEMBL5207125,4.86,0,http://www.openphacts.org/units/Nanomolar,3864075,=,1,1,=,,IC50,nM,,13810.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,13.81
,,24764584,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,CCC(O)c1cc(C)c(-c2ncn(C)c2-c2ccc(C#N)c3ccccc23)c(C)c1,,,CHEMBL5120900,J Med Chem,2022,,CHEMBL5202051,,CHEMBL5202051,,0,http://www.openphacts.org/units/Nanomolar,3864076,>,1,1,>,,IC50,nM,,24000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,24.0
,,24764585,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(NC(=O)OC(C)(C)C)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,,CHEMBL5181659,,CHEMBL5181659,,0,http://www.openphacts.org/units/Nanomolar,3864077,>,1,1,>,,IC50,nM,,25000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,25.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764586,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(N)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '14.12', 'le': '0.25', 'lle': '0.00', 'sei': '7.36'}",CHEMBL5192019,,CHEMBL5192019,4.98,0,http://www.openphacts.org/units/Nanomolar,3864078,=,1,1,=,,IC50,nM,,10560.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,10.56
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764587,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CNC(=O)OC(C)(C)C)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '12.38', 'le': '0.23', 'lle': '-0.64', 'sei': '7.23'}",CHEMBL5184147,,CHEMBL5184147,5.78,0,http://www.openphacts.org/units/Nanomolar,3864079,=,1,1,=,,IC50,nM,,1670.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.67
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764588,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,CCNCc1cc(C)c(-c2ncn(C)c2-c2ccc(C#N)c3ccccc23)c(C)c1,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '15.60', 'le': '0.28', 'lle': '0.64', 'sei': '11.47'}",CHEMBL5195926,,CHEMBL5195926,6.16,0,http://www.openphacts.org/units/Nanomolar,3864080,=,1,1,=,,IC50,nM,,700.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.7
